id,time,c
214,7,683
214,8,640
214,9,308
214,10,302
214,11,767
214,12,460
214,13,498
214,14,959
214,15,38
214,16,508
214,17,1013
214,18,237
214,19,13
214,20,173
214,21,843
214,22,388
214,23,100
214,24,25
214,25,733
214,26,109
214,27,221
214,28,325
214,29,210
214,30,19
214,31,32
214,32,199
214,33,3
214,34,148
214,35,136
214,36,97
214,37,403
214,38,411
214,39,127
214,40,34
214,41,1211
214,42,892
214,43,1350
214,44,242
214,45,31
214,46,198
214,47,1398
214,48,571
214,49,522
214,50,536
214,51,36
214,52,275
214,53,332
214,54,58
214,55,349
214,56,83
214,57,43
214,58,289
214,59,109
214,60,245
214,61,56
214,62,389
214,63,233
214,64,455
214,65,415
214,66,71
214,67,698
214,68,2763
214,69,179
214,70,193
214,71,586
214,72,79
214,73,839
214,74,118
214,75,303
214,76,91
214,77,58
214,78,710
214,79,1216
214,80,157
214,81,215
214,82,259
214,83,148
214,84,144
214,85,1780
214,86,242
214,87,1069
214,88,89
214,89,172
214,90,208
214,91,1370
214,92,357
214,93,248
214,94,47
214,95,37
214,96,90
214,97,178
214,98,711
214,99,51
214,100,250
214,101,1302
214,102,364
214,103,582
214,104,70
214,105,25
214,106,2298
214,107,85
250,1,998
250,2,421
250,3,60
250,4,223
250,5,57
250,6,105
250,7,498
250,8,12
250,9,255
250,10,4
250,11,10
250,12,704
250,13,516
250,14,403
250,15,16
250,16,415
250,17,174
250,18,24
250,19,396
250,20,201
250,21,79
250,22,15
250,23,177
250,24,398
250,25,51
250,26,228
250,27,84
250,28,292
250,29,129
250,30,490
250,31,652
250,32,81
250,33,12
250,34,90
250,35,103
250,36,9
250,37,48
250,38,239
250,39,277
250,40,77
250,41,461
250,42,18
250,43,472
250,44,57
250,45,988
250,46,480
250,47,356
250,48,4
265,1,38
265,2,46
265,3,118
265,4,183
265,5,152
265,6,40
265,7,44
265,8,277
265,9,115
265,10,92
265,11,247
265,12,110
265,13,22
265,14,153
265,15,47
265,16,28
265,17,6
265,18,43
273,1,4
273,2,3
273,3,7
273,4,19
273,5,3
273,6,45
273,7,30
277,1,20
281,1,48
281,2,24
281,3,25
281,4,52
281,5,110
281,6,33
281,7,72
281,8,140
281,9,9
281,10,123
281,11,9
281,12,31
281,13,96
281,14,42
281,15,21
281,16,45
281,17,42
281,18,114
281,19,82
281,20,6
283,1,70
283,2,67
283,3,39
283,4,21
283,5,34
283,6,6
283,7,85
283,8,9
283,9,6
283,10,9
283,11,7
283,12,200
283,13,882
283,14,15
283,15,93
283,16,48
283,17,25
283,18,61
283,19,162
283,20,222
283,21,133
283,22,205
283,23,309
283,24,39
283,25,135
283,26,645
283,27,27
283,28,115
283,29,6
283,30,57
283,31,51
283,32,27
283,33,37
283,34,39
283,35,24
283,36,96
283,37,39
283,38,31
283,39,16
283,40,128
283,41,12
283,42,51
283,43,18
283,44,33
283,45,31
283,46,19
283,47,18
283,48,63
283,49,153
283,50,9
283,51,105
283,52,75
283,53,421
283,54,12
283,55,57
283,56,40
283,57,64
283,58,480
283,59,25
283,60,9
283,61,60
283,62,21
283,63,30
283,64,21
283,65,10
283,66,81
283,67,30
283,68,393
283,69,10
283,70,42
283,71,21
283,72,15
283,73,222
283,74,36
283,75,625
283,76,46
283,77,34
283,78,22
283,79,145
283,80,10
283,81,24
283,82,158
283,83,182
283,84,24
283,85,54
283,86,9
283,87,145
283,88,202
283,89,40
298,1,33
298,2,7
298,3,597
298,4,517
298,5,370
298,6,78
298,7,174
298,8,12
298,9,33
298,10,24
298,11,45
298,12,13
298,13,3
298,14,27
298,15,107
298,16,15
298,17,253
298,18,30
298,19,51
298,20,78
298,21,36
298,22,36
298,23,6
298,24,115
298,25,208
298,26,10
298,27,341
298,28,21
298,29,637
298,30,51
298,31,39
298,32,51
298,33,521
298,34,1458
298,35,235
298,36,102
298,37,320
298,38,202
322,1,10
322,2,114
322,3,10
322,4,60
322,5,36
322,6,3
322,7,3
322,8,60
322,9,157
322,10,10
322,11,892
322,12,194
322,13,7
329,1,16
329,2,517
329,3,452
329,4,686
329,5,120
329,6,710
329,7,19
329,8,58
329,9,52
329,10,646
329,11,260
329,12,19
329,13,18
329,14,3
329,15,30
329,16,776
329,17,63
329,18,135
329,19,57
329,20,253
329,21,4
329,22,199
329,23,7
329,24,313
329,25,12
329,26,33
329,27,16
329,28,93
329,29,362
329,30,130
329,31,85
329,32,135
329,33,444
329,34,406
329,35,237
329,36,613
329,37,90
329,38,27
329,39,780
329,40,828
329,41,206
329,42,77
329,43,42
329,44,406
329,45,75
329,46,455
329,47,109
329,48,282
329,49,583
329,50,72
329,51,205
329,52,58
329,53,12
329,54,959
329,55,262
329,56,172
329,57,84
329,58,234
329,59,158
339,1,1135
339,2,39
339,3,151
339,4,576
339,5,422
339,6,28
339,7,447
339,8,89
339,9,1211
339,10,25
339,11,799
339,12,207
339,13,113
339,14,102
339,15,233
339,16,22
339,17,288
339,18,478
339,19,24
339,20,420
339,21,50
339,22,60
339,23,42
339,24,239
339,25,25
339,26,767
339,27,43
339,28,918
339,29,165
339,30,958
339,31,228
339,32,274
339,33,1056
339,34,394
339,35,139
339,36,163
339,37,312
339,38,30
339,39,75
339,40,76
339,41,108
339,42,769
339,43,617
339,44,7
339,45,174
339,46,22431
339,47,298
339,48,64
339,49,804
339,50,2263
339,51,349
339,52,52
339,53,324
339,54,217
339,55,2039
339,56,242
339,57,248
339,58,232
339,59,308
339,60,118
339,61,553
339,62,1012
339,63,484
339,64,387
339,65,75
339,66,19
339,67,153
339,68,107
339,69,244
339,70,114
339,71,275
339,72,195
339,73,161
339,74,32
339,75,277
339,76,188
339,77,174
339,78,1762
339,79,534
339,80,295
339,81,263
339,82,112
339,83,111
339,84,525
339,85,312
339,86,62
339,87,91
339,88,24
339,89,17
339,90,806
339,91,42
339,92,7
339,93,30
339,94,9476
339,95,256
339,96,61
339,97,1146
339,98,130
339,99,530
339,100,807
339,101,60
339,102,15
339,103,6
339,104,9
339,105,36
339,106,322
339,107,283
339,108,3
339,109,33
339,110,238
339,111,51
339,112,689
339,113,6
339,114,12
339,115,48
339,116,227
339,117,12
339,118,105
339,119,12
339,120,141
339,121,87
339,122,51
352,1,287
352,2,141
352,3,720
352,4,370
352,5,813
352,6,203
352,7,154
352,8,17
352,9,218
352,10,276
352,11,78
352,12,64
352,13,36
352,14,26
352,15,22
352,16,230
352,17,52
352,18,18
352,19,112
352,20,144
352,21,18
352,22,21
352,23,21
352,24,142
352,25,214
352,26,1220
352,27,63
352,28,229
352,29,105
352,30,248
352,31,1109
352,32,48
352,33,304
352,34,77
352,35,150
352,36,646
352,37,261
352,38,81
352,39,81
352,40,98
352,41,12
352,42,171
352,43,108
352,44,77
352,45,3093
352,46,318
352,47,489
352,48,86
352,49,161
352,50,525
352,51,78
352,52,16
352,53,207
352,54,157
352,55,16
352,56,172
352,57,621
352,58,168
352,59,1461
352,60,352
352,61,645
352,62,284
352,63,196
352,64,87
352,65,1557
352,66,43
352,67,239
352,68,870
352,69,13
352,70,590
352,71,18
352,72,119
352,73,310
352,74,211
352,75,45
352,76,232
352,77,15
352,78,124
352,79,27
352,80,133
352,81,177
352,82,21
384,1,365
384,2,148
384,3,45
384,4,225
384,5,576
384,6,198
384,7,353
384,8,563
384,9,1125
384,10,313
384,11,1281
384,12,709
384,13,446
384,14,347
384,15,1042
384,16,481
384,17,663
384,18,1489
384,19,510
384,20,425
384,21,803
384,22,451
384,23,904
384,24,129
384,25,201
384,26,823
384,27,249
384,28,1041
384,29,346
384,30,214
384,31,438
384,32,277
384,33,127
384,34,415
384,35,625
384,36,1086
384,37,380
384,38,436
384,39,105
384,40,124
384,41,183
384,42,1376
384,43,1086
384,44,454
384,45,1873
384,46,1999
384,47,239
384,48,2400
384,49,1295
384,50,702
384,51,830
384,52,575
384,53,1953
384,54,578
384,55,765
384,56,402
384,57,445
384,58,267
384,59,709
384,60,564
384,61,1062
384,62,105
384,63,390
384,64,644
384,65,933
384,66,578
384,67,1019
384,68,629
384,69,817
384,70,498
384,71,1132
384,72,723
384,73,676
384,74,613
384,75,342
384,76,523
384,77,1206
384,78,1031
384,79,361
384,80,2002
384,81,864
384,82,545
384,83,2189
384,84,1189
384,85,1261
384,86,714
384,87,1090
384,88,1373
384,89,382
384,90,312
384,91,1414
384,92,507
384,93,699
384,94,531
384,95,1062
384,96,1315
384,97,711
384,98,616
384,99,697
384,100,799
384,101,1094
384,102,896
384,103,721
384,104,1327
384,105,643
384,106,909
384,107,554
384,108,399
384,109,1524
384,110,4014
384,111,1345
384,112,383
384,113,1260
384,114,969
384,115,1049
384,116,1976
384,117,1227
384,118,1422
384,119,1096
384,120,1387
384,121,540
384,122,955
384,123,745
384,124,1257
384,125,1229
384,126,711
384,127,715
384,128,447
384,129,2228
384,130,454
384,131,859
384,132,1680
384,133,3026
384,134,700
384,135,168
384,136,1126
384,137,1033
384,138,996
384,139,4152
384,140,1746
384,141,4804
384,142,2757
384,143,2840
384,144,1853
384,145,1193
384,146,1705
384,147,1334
384,148,1208
384,149,1155
384,150,3347
384,151,567
384,152,1810
384,153,1872
384,154,3540
384,155,1853
384,156,1740
384,157,890
384,158,304
384,159,1164
384,160,1112
384,161,2197
384,162,952
384,163,1655
384,164,2003
384,165,601
384,166,865
384,167,685
384,168,633
384,169,1045
384,170,787
384,171,935
384,172,1184
384,173,1905
384,174,1208
384,175,1196
384,176,3539
384,177,78
384,178,2250
384,179,834
384,180,1288
384,181,716
387,1,84
387,2,116
387,3,9
387,4,96
387,5,84
387,6,235
387,7,51
387,8,204
387,9,21
387,10,192
387,11,6
387,12,270
387,13,64
387,14,541
387,15,507
387,16,15
387,17,387
387,18,9
387,19,15
387,20,600
387,21,18
387,22,139
387,23,177
387,24,96
387,25,1532
387,26,60
387,27,381
387,28,298
387,29,102
387,30,352
387,31,259
387,32,396
387,33,68
387,34,88
387,35,151
387,36,202
387,37,160
387,38,78
387,39,57
387,40,144
387,41,124
387,42,21
387,43,908
387,44,18
387,45,75
387,46,143
387,47,230
387,48,30
387,49,48
387,50,30
387,51,72
387,52,499
387,53,48
387,54,84
387,55,247
387,56,1482
387,57,162
387,58,211
387,59,21
387,60,330
387,61,147
387,62,89
387,63,106
387,64,45
387,65,238
387,66,94
387,67,66
387,68,153
387,69,347
387,70,272
387,71,102
387,72,126
387,73,317
387,74,12
387,75,27
387,76,15
387,77,75
387,78,67
387,79,69
387,80,36
387,81,261
387,82,90
387,83,108
387,84,165
387,85,43
387,86,138
387,87,69
387,88,40
387,89,477
387,90,64
387,91,123
387,92,15
387,93,36
387,94,109
387,95,118
387,96,342
387,97,148
387,98,118
387,99,342
387,100,148
400,1,10
400,2,6
400,3,7
400,4,38
400,5,34
400,6,19
400,7,4
400,8,51
400,9,4
400,10,61
400,11,22
400,12,25
400,13,51
400,14,13
400,15,124
400,16,10
400,17,21
400,18,49
400,19,316
400,20,650
400,21,16
400,22,19
400,23,13
400,24,28
405,1,510
405,2,118
405,3,126
405,4,258
405,5,19
405,6,85
405,7,49
405,8,9
405,9,31
405,10,39
405,11,3
405,12,3
405,13,78
405,14,79
405,15,3
405,16,10
405,17,37
405,18,39
405,19,60
405,20,15
405,21,39
405,22,36
405,23,83
406,1,3
406,2,90
406,3,30
406,4,395
406,5,4
406,6,4
406,7,60
406,8,482
406,9,97
406,10,90
406,11,13
406,12,21
406,13,3
424,1,75
424,2,104
429,1,655
429,2,15
429,3,364
429,4,268
429,5,90
429,6,402
429,7,129
429,8,177
429,9,165
429,10,55
429,11,24
429,12,61
429,13,78
429,14,18
429,15,69
429,16,42
429,17,30
429,18,55
429,19,147
429,20,6
429,21,42
429,22,36
461,1,25
461,2,421
461,3,9
461,4,21
461,5,18
461,6,6
461,7,388
461,8,147
461,9,12
461,10,48
461,11,441
461,12,27
461,13,3
461,14,24
461,15,107
461,16,109
461,17,449
461,18,414
461,19,58
461,20,15
461,21,280
461,22,369
461,23,208
461,24,361
461,25,180
461,26,415
461,27,791
461,28,103
461,29,261
461,30,58
461,31,310
461,32,622
461,33,144
461,34,48
461,35,81
461,36,824
461,37,15
461,38,16
461,39,19
461,40,78
461,41,150
461,42,27
461,43,3
461,44,33
461,45,51
461,46,15
461,47,51
461,48,24
461,49,30
461,50,24
461,51,195
461,52,24
461,53,21
461,54,10
461,55,30
461,56,30
461,57,205
461,58,13
461,59,36
461,60,54
461,61,18
461,62,112
461,63,18
461,64,703
461,65,147
461,66,36
461,67,15
461,68,24
461,69,21
461,70,7
466,1,667
466,2,1732
466,3,885
466,4,840
466,5,977
466,6,1956
466,7,1024
466,8,1339
466,9,322
466,10,735
466,11,762
466,12,477
466,13,71
466,14,133
466,15,290
466,16,1370
466,17,1222
466,18,807
466,19,240
466,20,1097
466,21,3430
466,22,1243
466,23,1078
466,24,213
466,25,1551
466,26,567
466,27,1637
466,28,2289
466,29,3677
466,30,3535
466,31,2000
466,32,4235
466,33,2408
466,34,2337
466,35,78
466,36,2946
466,37,1144
466,38,1402
466,39,2611
466,40,3733
466,41,1562
466,42,108
466,43,1749
466,44,547
466,45,258
466,46,2819
466,47,1625
466,48,1243
466,49,820
466,50,697
466,51,567
466,52,312
466,53,583
466,54,481
466,55,364
466,56,730
466,57,511
466,58,72
466,59,658
466,60,2764
466,61,720
466,62,60
466,63,1450
466,64,1112
466,65,375
466,66,552
466,67,577
466,68,719
466,69,920
466,70,1542
466,71,838
466,72,481
466,73,481
466,74,219
466,75,522
466,76,570
466,77,1863
466,78,876
466,79,51
466,80,667
466,81,1226
466,82,2437
466,83,270
466,84,265
466,85,520
466,86,45
466,87,358
466,88,722
466,89,947
466,90,1163
466,91,39
466,92,258
466,93,1138
466,94,105
466,95,1203
466,96,482
466,97,431
466,98,819
466,99,790
466,100,321
466,101,676
466,102,1988
466,103,1339
466,104,2322
466,105,63
466,106,1433
466,107,3580
466,108,3328
466,109,702
466,110,936
466,111,514
466,112,2341
466,113,1037
466,114,1974
466,115,2746
466,116,887
466,117,2672
466,118,1503
466,119,217
466,120,236
466,121,1075
466,122,1026
466,123,1851
466,124,1696
466,125,362
466,126,996
466,127,884
466,128,256
466,129,432
466,130,1272
466,131,199
466,132,848
466,133,964
466,134,609
466,135,57
466,136,5201
466,137,1240
466,138,664
466,139,336
466,140,3863
466,141,292
466,142,1589
466,143,731
466,144,698
466,145,889
466,146,783
466,147,2179
466,148,84
466,149,715
466,150,610
466,151,1491
466,152,2408
466,153,246
466,154,885
466,155,1274
466,156,298
466,157,2746
466,158,1746
466,159,1905
466,160,222
466,161,301
466,162,232
466,163,70
466,164,78
466,165,69
482,1,63
482,2,728
482,3,103
482,4,3
482,5,487
482,6,15
482,7,882
482,8,968
482,9,68
482,10,36
482,11,9
482,12,118
482,13,7
482,14,51
482,15,80
482,16,3
482,17,6
482,18,57
482,19,54
482,20,51
482,21,31
482,22,63
482,23,27
482,24,195
482,25,30
482,26,85
482,27,9
482,28,9
482,29,111
482,30,35
482,31,237
482,32,75
482,33,15
482,34,12
482,35,15
482,36,18
482,37,15
482,38,18
482,39,9
492,1,24
496,1,383
496,2,526
496,3,646
496,4,177
496,5,610
496,6,518
496,7,334
496,8,199
496,9,404
496,10,389
496,11,115
496,12,494
496,13,876
496,14,410
496,15,317
496,16,219
496,17,177
496,18,336
496,19,339
496,20,429
496,21,397
496,22,318
496,23,66
496,24,130
496,25,229
496,26,576
496,27,510
496,28,132
496,29,145
496,30,371
496,31,198
496,32,376
496,33,223
496,34,542
496,35,213
496,36,272
496,37,378
496,38,315
496,39,454
496,40,377
496,41,244
496,42,410
496,43,204
496,44,704
496,45,265
496,46,394
496,47,240
496,48,1108
496,49,790
496,50,657
496,51,99
496,52,551
496,53,707
496,54,463
496,55,1300
496,56,934
496,57,1146
496,58,456
496,59,990
496,60,1065
496,61,1094
496,62,764
496,63,992
496,64,1339
496,65,1108
496,66,2216
496,67,1299
496,68,879
496,69,1052
496,70,1250
496,71,967
496,72,803
496,73,1314
496,74,720
496,75,582
496,76,417
496,77,896
496,78,583
496,79,741
496,80,826
496,81,1325
496,82,977
496,83,1041
496,84,638
496,85,597
496,86,767
496,87,411
496,88,60
496,89,1494
496,90,797
496,91,552
496,92,163
496,93,379
496,94,332
496,95,851
496,96,876
496,97,589
496,98,821
496,99,450
496,100,386
496,101,638
496,102,1062
496,103,1114
496,104,563
496,105,701
496,106,974
496,107,298
496,108,494
496,109,486
496,110,486
496,111,366
496,112,251
496,113,578
496,114,1770
496,115,757
496,116,1226
496,117,345
496,118,445
496,119,283
496,120,106
496,121,179
496,122,145
496,123,772
496,124,568
496,125,214
496,126,228
496,127,732
496,128,288
496,129,1028
496,130,586
496,131,1000
496,132,9599
496,133,690
496,134,259
496,135,945
496,136,509
496,137,455
496,138,740
496,139,850
496,140,428
496,141,818
496,142,661
496,143,602
496,144,477
496,145,1727
496,146,859
496,147,504
496,148,527
496,149,70
496,150,754
496,151,236
496,152,666
496,153,739
496,154,416
496,155,764
496,156,261
496,157,231
496,158,1084
496,159,89
496,160,529
496,161,519
496,162,646
496,163,399
496,164,322
496,165,480
496,166,291
496,167,517
496,168,257
496,169,775
496,170,615
496,171,379
496,172,600
496,173,166
496,174,802
496,175,422
496,176,628
496,177,157
496,178,208
497,1,3517
497,2,69
497,3,81
497,4,1061
497,5,145
497,6,121
497,7,986
497,8,18
497,9,1261
497,10,405
497,11,379
497,12,3611
497,13,1713
497,14,522
497,15,49
497,16,706
497,17,94
497,18,234
497,19,836
497,20,100
497,21,343
497,22,24
497,23,46
497,24,572
497,25,720
497,26,30
497,27,147
501,1,61
501,2,136
501,3,4
501,4,30
501,5,873
501,6,1080
501,7,556
508,1,6
508,2,1256
508,3,546
508,4,365
508,5,608
508,6,608
516,1,564
516,2,776
516,3,375
516,4,475
516,5,256
516,6,162
516,7,176
516,8,138
516,9,91
516,10,511
516,11,198
516,12,494
516,13,270
516,14,388
516,15,68
516,16,13
516,17,611
516,18,533
516,19,37
516,20,176
516,21,316
516,22,256
516,23,89
516,24,851
516,25,401
516,26,716
516,27,397
516,28,16
516,29,431
516,30,425
516,31,568
516,32,846
516,33,730
516,34,218
516,35,10
516,36,4018
516,37,565
516,38,217
516,39,211
516,40,26
516,41,6
516,42,426
516,43,274
516,44,537
516,45,47
516,46,406
516,47,708
516,48,928
516,49,677
516,50,487
516,51,126
516,52,1116
516,53,615
516,54,1397
516,55,624
516,56,654
516,57,553
516,58,9
516,59,7
516,60,617
516,61,467
516,62,533
516,63,375
516,64,98
516,65,33
516,66,16
516,67,635
516,68,509
516,69,685
516,70,85
516,71,1101
516,72,181
516,73,85
516,74,624
516,75,377
516,76,232
516,77,1834
516,78,1087
516,79,357
516,80,37
516,81,37
516,82,1287
516,83,1343
516,84,1315
516,85,540
516,86,657
516,87,14
516,88,656
516,89,535
516,90,796
516,91,545
516,92,1196
516,93,207
516,94,333
516,95,58
516,96,231
516,97,12
516,98,227
516,99,484
516,100,354
516,101,137
516,102,1103
516,103,1367
516,104,496
516,105,175
516,106,500
516,107,469
516,108,241
516,109,1674
516,110,234
516,111,157
516,112,1272
516,113,959
516,114,445
516,115,86
516,116,46
516,117,77
516,118,414
516,119,9
516,120,69
516,121,944
516,122,619
516,123,392
516,124,9
516,125,705
516,126,27
516,127,142
516,128,32
516,129,942
516,130,528
516,131,581
516,132,52
516,133,188
516,134,15
516,135,7
516,136,228
516,137,48
516,138,37
516,139,4
516,140,27
516,141,752
516,142,47
516,143,231
516,144,12
516,145,45
516,146,4821
516,147,127
516,148,166
516,149,644
516,150,604
516,151,841
516,152,271
516,153,2354
516,154,3975
516,155,953
516,156,1140
516,157,87
517,1,513
517,2,965
517,3,557
517,4,1364
517,5,590
517,6,173
517,7,269
517,8,339
517,9,732
517,10,325
517,11,587
517,12,1089
517,13,359
517,14,413
517,15,828
517,16,643
517,17,776
517,18,1200
517,19,456
517,20,612
517,21,261
517,22,415
517,23,136
517,24,300
517,25,363
517,26,475
517,27,485
517,28,448
517,29,585
517,30,677
517,31,278
517,32,287
517,33,961
517,34,248
517,35,195
517,36,938
517,37,512
517,38,907
517,39,688
517,40,1151
517,41,625
517,42,538
517,43,647
517,44,379
517,45,724
517,46,1196
517,47,760
517,48,1056
517,49,796
517,50,474
517,51,256
517,52,308
517,53,412
517,54,377
517,55,665
517,56,651
517,57,629
517,58,420
517,59,675
517,60,341
517,61,304
517,62,269
517,63,1154
517,64,366
517,65,363
517,66,118
517,67,615
517,68,321
